Cell_ID	Longitude	Latitude	Bird_Richness	Bird_Beta_-_Jaccard	Mammal_Richness	Mammal_Beta_-_Jaccard	Amphibian_Richness	Amphibian_Beta_-_Jaccard	Cell_Area	EcoRegions_Count	EcoRegions_Jaccard	AET	NDVI	Topographical_Range	Topographical_Average	PET	Annual_Mean_Temperature	Mean_Temperature_Diurnal_Range	Isothermality	Mean_Temperature_of_Warmest_Quarter	Mean_Temperature_of_Coldest_Quarter	Mean_Relative_Humidity	Mean_Annual_Precipitation	Precipitation_Seasonality	Precipitation_in_the_Wettest_Quarter	Precipitation_of_Driest_Quarter
2538	-72.5	-14.5	121	0.709	57	0.689	2	0.875	11893.607	4	0.2	41.227	29.5	1908	4322.285	44.56	4.4889	17.1778	7.1611	5.8278	2.0667	39	781.972	96.694	501.833	21.139
2539	-72.5	-13.5	250	0.74	119	0.526	8	0.826	11946.646	2	0.6	45.167	45.5	3072	3612.34	55.055	9.7806	16.2056	7.4694	10.9194	7.9889	57.222	818.083	79.083	433.333	26.444
2540	-72.5	-12.5	590	0.414	193	0.282	13	0.898	11996.147	3	0.4	69.782	63.5	3866	1946.597	98.785	19.3306	14.8139	7.8694	20.1417	18.375	81.111	1436.417	56.806	617.417	115.944
2541	-72.5	-11.5	554	0.402	215	0.204	73	0.459	12042.09	2	0.6	105.677	89.6	610	466.194	172.162	25.2861	11.9333	7.9028	25.7778	24.4972	79.813	1940.833	45.75	732.306	195
2542	-72.5	-10.5	565	0.152	208	0.197	104	0.252	12084.455	1	0.75	110.828	90	35	340.16	133.887	25.4667	11.5583	7.7861	26.0056	24.6722	79.722	1878.806	46.889	711	171.75
2543	-72.5	-9.5	571	0.098	201	0.145	109	0.243	12123.224	2	0.5	110.655	90	175	283.868	114.328	25.6139	11.0833	7.7194	26.1611	24.775	80.75	1848.444	50.528	705.444	145.222
2544	-72.5	-8.5	578	0.072	191	0.151	120	0.124	12158.377	2	0	111.465	90	105	189.993	115.703	25.5917	10.4694	7.55	26.1111	24.6917	81.778	1936.028	49.944	746.556	155.583
2545	-72.5	-7.5	557	0.097	189	0.141	112	0.176	12189.896	2	0	110.672	87.7	90	178.465	113.115	25.4444	9.9861	7.5083	25.9306	24.5444	82.75	2224.389	41.167	796.111	224.111
2546	-72.5	-6.5	544	0.083	183	0.124	104	0.257	12217.766	1	0.5	118.165	89.4	60	176.368	119.302	25.725	10.0583	7.8833	26.1528	24.9611	83.479	2414.194	33.528	799.611	300.028
2547	-72.5	-5.5	539	0.139	182	0.117	108	0.212	12241.969	2	0.333	123.963	81	105	109.931	124.237	25.9556	9.9944	8.1778	26.3722	25.3222	83.757	2416.278	29.389	782.917	348.333
2548	-72.5	-4.5	550	0.146	185	0.123	121	0.16	12262.491	2	0.5	128.485	87.9	30	88.764	128.558	26.0139	9.6861	8.3444	26.4667	25.4028	84.472	2601.25	25.139	831.639	431
2549	-72.5	-3.5	603	0.061	188	0.126	131	0.078	12279.317	3	0.4	128.808	90	15	91.25	128.865	26.0861	9.5278	8.45	26.5917	25.4361	83.979	2867.639	20.222	899.361	538.222
2550	-72.5	-2.5	529	0.168	184	0.102	106	0.248	12292.434	2	0.667	128.942	89.3	15	118.75	128.96	26.1722	9.3	8.5083	26.6361	25.4583	82.972	2875.667	14.611	883.694	625.778
2551	-72.5	-1.5	482	0.17	168	0.172	90	0.28	12301.828	2	0.6	128.755	87.4	8	90.056	129.007	26.3306	8.95	8.2056	26.8667	25.4806	81.736	2806.306	17.833	864.667	541.556
2552	-72.5	-0.5	468	0.149	175	0.134	80	0.259	12307.489	3	0	115.987	80	135	153.118	119.94	26.4139	8.7417	7.7056	27.0361	25.4056	81.479	2884.667	28.667	928.639	424.056
2553	-72.5	0.5	466	0.142	161	0.166	57	0.394	12309.406	2	0.5	84.317	81.4	220	268.271	87.665	26.4361	8.8556	7.6	27.1944	25.3278	81.681	2751.889	36.028	955.5	332.861
2554	-72.5	1.5	464	0.204	150	0.292	50	0.367	12307.569	3	0.5	67.165	88.4	370	359.958	77.415	26.7639	9.0972	7.2583	27.9111	25.5194	82.958	2552.944	43.5	952.111	255.75
2555	-72.5	2.5	432	0.319	169	0.207	46	0.333	12301.971	4	0.333	75.828	83.9	280	258.681	87.66	27.525	9.25	6.8917	29.0944	26.1472	81.118	2525.194	49.944	998.889	212.25
2556	-72.5	3.5	423	0.419	163	0.345	37	0.549	12292.604	2	0.714	112.175	56.1	60	225.438	119.77	26.9889	9.2139	7.1333	28.3861	25.675	78.167	2467.556	55.444	996.056	144.361
2557	-72.5	4.5	415	0.481	173	0.345	33	0.68	12279.464	3	0.5	116.448	55.5	1260	276.813	130.382	26.6278	9.5917	7.3111	27.8861	25.3389	76.847	2522.194	62.194	1065.222	99.806
2558	-72.5	5.5	428	0.485	176	0.343	32	0.725	12262.544	5	0.167	86.01	59	3330	1708.583	93.33	20.15	9.8972	7.825	21.0194	19.2389	76.653	2380.028	55.972	975.889	120.417
2559	-72.5	6.5	400	0.531	183	0.28	21	0.817	12241.843	4	0.556	56.013	50.3	3930	2608.736	56.925	13.1417	9.8889	7.9694	13.5917	12.6667	73.41	1827.528	49.778	713.611	155.361
2560	-72.5	7.5	441	0.483	188	0.277	30	0.794	12217.358	6	0.5	66.325	60.4	3010	1814.243	70.877	17.0778	9.85	8.1444	17.4722	16.45	77.049	1636.528	47.361	644.722	157.444
2561	-72.5	8.5	429	0.436	197	0.224	24	0.774	12189.089	4	0.667	138.495	80.3	2325	318.785	146.857	26.5333	10.6917	8.2611	26.9611	25.7056	76.09	2277.694	38.944	817.167	290.889
2562	-72.5	9.5	405	0.421	176	0.27	24	0.736	12157.038	4	0.714	144.988	88.45	2540	205.625	158.702	27.4806	10.5111	8.1028	27.9083	26.6944	72.993	1979.222	53.083	757.306	122.861
2563	-72.5	10.5	499	0.313	177	0.15	21	0.592	12121.206	4	0.75	72.485	78.38	2675	625.833	113.62	24.075	10.0694	8.0583	24.6722	23.175	76.257	1405.694	59.389	581.778	83.111
2564	-72.5	11.5	366	0.378	153	0.222	14	0.667	12081.599	4	0.625	60.897	59.46	745	125.008	150.91	28.0906	9.2781	7.6438	29.1156	27.0094	72.938	736.281	88.969	403.438	18.969
2565	-72.5	41.5	231	0.161	45	0.135	19	0.321	9225.472	3	0.25	52.52	62.35	284	75.688	54.82	9.6235	10.9088	3.0206	20.5735	-1.8118	69.118	1201.206	7.706	322.118	277.647
2566	-72.5	42.5	220	0.214	50	0.074	22	0.241	9079.841	2	0.6	49.94	70	683	266.181	50.892	7.3528	12.2722	3.0833	19.0028	-5.1667	68.333	1172.389	7.528	311.028	264.333
2567	-72.5	43.5	211	0.139	51	0.089	20	0.286	8931.424	2	0.5	45.775	70	559	402.868	46.752	5.75	12.3139	3.0083	17.6972	-7.1806	72	1115.056	11.306	305.528	233.611
2568	-72.5	44.5	207	0.104	51	0.073	18	0.25	8780.272	3	0.25	46.705	67	560	390.5	47.038	4.9472	11.4639	2.775	17.3056	-8.6111	76.449	1068.611	18.306	327.194	198.694
2569	-72.5	45.5	202	0.114	50	0.107	18	0.143	8626.442	2	0.5	46.905	56.9	448	164.347	47.145	5.2056	10.9861	2.5583	18.2167	-9.2472	79.292	1040.333	17.583	313.333	197.417
2570	-72.5	46.5	197	0.105	46	0.164	13	0.316	8469.989	2	0.333	46.22	51.7	364	117.153	46.47	4.5194	10.6611	2.4333	17.9417	-10.5028	82.069	1042.889	15.139	307.194	206.667
2571	-72.5	47.5	178	0.156	41	0.196	10	0.286	8310.969	1	0.75	43.505	49.9	358	368.569	43.642	2.6167	10.9528	2.4278	16.425	-12.9278	82.278	1054.861	20.222	336.417	197.917
2572	-72.5	48.5	154	0.194	39	0.152	10	0.091	8149.441	2	0.5	40.36	44.7	429	308.313	40.915	1.8833	10.8583	2.3278	16.125	-14.4417	83.618	912.25	25.472	310.75	158.028
2573	-72.5	49.5	140	0.191	37	0.098	5	0.5	7985.46	1	0.667	40.085	38.7	389	354.396	40.36	0.2444	10.8472	2.2833	14.8472	-16.7083	85.549	919.444	28.917	325.139	147.694
2574	-72.5	50.5	120	0.184	38	0.026	5	0	7819.087	2	0.5	40.612	30	211	505.139	40.775	-1.4528	10.5417	2.2	13.4528	-18.5389	85.493	946.139	30.528	340.222	152.722
2575	-72.5	51.5	97	0.254	31	0.205	3	0.4	7650.379	3	0	42.14	29.4	392	528.028	42.367	-2.6167	10.1028	2.1	12.55	-19.825	85.736	901.639	34.111	337.556	140.333
2576	-72.5	52.5	84	0.16	29	0.147	3	0	7479.396	2	0.333	36.41	21.5	365	500.167	36.485	-3.3806	9.6667	2.0194	11.9389	-20.6306	86.028	836.75	37.972	325.972	124.139
2577	-72.5	53.5	72	0.182	27	0.1	2	0.333	7306.198	1	0.5	34.468	20	141	458.722	34.52	-4.1333	9.2083	1.9528	11.2194	-21.3417	87	778.806	40.361	310.833	111.694
2578	-72.5	54.5	67	0.141	27	0.069	2	0	7130.846	1	0	32.888	12.9	168	518.882	32.965	-4.8667	8.7972	1.8972	10.3833	-21.9472	88.028	725.028	41.028	290.611	102.25
2579	-72.5	55.5	59	0.181	27	0	2	0	6953.399	1	0	30.09	10	168	414.34	30.21	-5.55	8.4528	1.8194	9.525	-22.4278	89	670.917	40.75	267.528	93.861
2580	-72.5	56.5	51	0.191	25	0.138	2	0	6773.919	1	0	28.543	10	157	351.396	28.76	-6.0222	8.1722	1.8	8.7694	-22.5611	89.743	607.889	40.694	241.056	84.583
2581	-72.5	57.5	41	0.281	26	0.071	1	0.5	6592.466	1	0.5	27.992	10	189	318.326	28.378	-6.5111	7.8528	1.8	7.9278	-22.6528	90.75	552.028	40.361	217.056	76.639
2582	-72.5	58.5	37	0.245	19	0.269	1	0	6409.102	2	0	28.302	5	117	227.958	28.89	-6.7028	7.5889	1.7722	7.3389	-22.5167	91.236	486.5	40.639	191.5	67.056
2583	-72.5	59.5	31	0.295	17	0.191	1	0	6223.887	1	0.5	27.392	0.3	163	213.042	28.39	-7.1611	7.2611	1.7028	6.5278	-22.6639	92	441.917	40.639	173.444	61.194
2584	-72.5	60.5	32	0.179	15	0.167	1	0	6036.884	1	0.5	24.95	0	336	337.146	26.285	-8.0472	6.8722	1.6722	5.4972	-23.3139	93.451	424.861	39.472	165.278	59.972
2585	-72.5	61.5	35	0.105	13	0.133	1	0	5848.153	2	0	23.758	0	620	378.413	25.148	-8.8028	6.6139	1.6111	4.7778	-23.9278	93.215	409.583	39.444	159.083	58.139
2586	-71.5	-52.5	121	0.171	23	0.324	0	1	7506.858	2	0	35.995	35.8	345	145.301	43.608	5.625	8.3056	4.6639	9.75	1.2083	66.34	453.139	11.417	130.889	99.667
2587	-71.5	-51.5	111	0.265	24	0.351	1	0.5	7674.456	2	0	31.39	24.5	595	388.354	44.367	5.6278	9.8056	4.7778	10.2944	0.4333	58.104	250.556	14.333	74.75	51.222
2588	-71.5	-50.5	109	0.187	25	0.306	1	0.5	7839.662	1	0.5	26.945	10.4	1055	589.208	47.032	5.6389	10.0833	4.6667	10.7417	-0.0528	50.16	186.306	21.389	59.889	35.722
2589	-71.5	-49.5	110	0.185	25	0.286	1	0	8002.433	1	0.5	29.375	2.6	950	599.764	44.417	6.6111	10.0167	4.5306	11.9278	0.7444	48.278	199.944	24.417	67.806	36.639
2590	-71.5	-48.5	117	0.14	27	0.229	1	0	8162.728	1	0.5	20.628	4.9	1225	922.847	43.51	5.5694	10.0111	4.5139	10.8861	-0.2306	42.493	234.278	25.583	79.361	43.472
2591	-71.5	-47.5	125	0.094	29	0.216	1	0.667	8320.507	2	0.333	17.593	4.2	1410	920.729	42.585	5.6444	9.8583	4.5	10.9639	-0.1333	46.431	251.25	31.028	84.833	40.528
2592	-71.5	-46.5	124	0.133	29	0.275	2	0.875	8475.73	3	0	32.355	9.3	1470	889.41	46.617	5.7111	9.6222	4.5194	10.8917	-0.0417	51.451	332.306	42.444	129.444	43.556
2593	-71.5	-45.5	123	0.158	29	0.256	2	0.833	8628.359	2	0.333	36.42	28.1	1045	902.319	42.818	5.7139	9.5083	4.6611	10.6833	0.2472	57.465	584.694	41.139	233.472	87
2594	-71.5	-44.5	123	0.191	25	0.39	3	0.727	8778.356	2	0	30.777	32.4	665	801.535	38.915	5.575	10.1389	4.8389	10.5806	0.3056	60.715	715.417	40.028	281.306	106.75
2595	-71.5	-43.5	121	0.301	28	0.333	5	0.615	8925.683	2	0	28.738	40.4	1300	966.215	36.867	6.4889	11.0417	4.9833	11.6639	1.225	57.924	845.861	45	350.583	116.417
2596	-71.5	-42.5	126	0.28	35	0.271	8	0.5	9070.304	2	0	38.14	39	1530	1098.639	47.01	6.7083	11.9333	5.1139	12.0972	1.2528	58.583	864.167	53.917	386.417	103.167
2597	-71.5	-41.5	127	0.314	41	0.226	12	0.389	9212.185	2	0.333	40.59	44.8	1070	1251.799	43.39	6.2611	11.8028	5.1333	11.6361	0.9667	60.056	1064.25	55	471.972	121.111
2598	-71.5	-40.5	121	0.284	39	0.339	11	0.45	9351.29	2	0.5	38.28	48.2	915	1250.868	39.472	6.7111	11.9139	5.2111	11.9611	1.6333	61.299	1090.778	57.694	499.583	115.75
2599	-71.5	-39.5	117	0.331	38	0.333	5	0.762	9487.585	2	0.5	40.172	60.8	1818	1157.438	43.688	7.6028	12.9111	5.5389	12.6056	2.7694	59.715	1215.139	64.25	587.5	108.889
2600	-71.5	-38.5	115	0.354	33	0.389	4	0.8	9621.037	2	0.5	40.572	58.6	1732	1220.306	41.415	8.1806	13.7889	5.6194	13.1611	3.4722	56.904	1640.194	67.389	829.639	133.917
2601	-71.5	-37.5	125	0.324	30	0.444	5	0.643	9751.613	3	0.4	41.49	59	2189	1286.986	45.538	8.2139	14.0861	5.5639	13.6139	3.1722	54.826	1406.278	74.25	751.472	98.667
2602	-71.5	-36.5	138	0.313	27	0.425	5	0.615	9879.282	3	0.4	39.84	58.5	2256	915.132	53.41	9.8583	13.9611	5.4083	15.5139	4.55	62.715	1149.583	81.861	649.361	62.528
2603	-71.5	-35.5	144	0.287	26	0.469	5	0.556	10004.011	2	0.5	35.248	59.7	1804	380.09	56.825	12.8722	14.0028	5.25	18.7722	7.3083	73.944	934.361	91.778	565.25	35.25
2604	-71.5	-34.5	149	0.248	25	0.432	4	0.75	10125.769	2	0.333	31.152	54.4	604	267.287	59.25	14.65	12.3278	4.975	20.3222	9.25	77.653	685.5	101.917	442.083	15.667
2605	-71.5	-33.5	138	0.295	25	0.385	3	0.667	10244.527	2	0.333	26.4	49.62	1287	321.445	60.315	15.18	11.6833	5.4433	19.7267	10.6933	78.931	499.3	106.667	330.733	8.633
2606	-71.5	-32.5	123	0.32	23	0.425	4	0.5	10360.253	2	0.333	21.735	36.36	1854	480.042	57.64	14.6091	12.4864	6.0364	18.4954	10.7136	79.972	330.591	108	219.546	2.546
2607	-71.5	-31.5	119	0.296	25	0.324	2	0.6	10472.92	1	0.667	16.515	21.55	1553	650.212	55.27	14.0692	11.3808	5.7077	18.0462	10.1808	77.708	202.846	107.038	133.923	1.346
2608	-71.5	-30.5	108	0.314	21	0.417	2	0.333	10582.497	1	0.5	9.84	13.44	1115	412.888	58.65	14.7286	9.5	5.4286	18.2786	11.3571	78.514	127.25	118.464	91.321	0.214
2609	-71.5	-17.5	92	0.652	14	0.75	0	1	11713.477	1	0.667	4.03	0	2007	878.029	73.59	18.0909	10.6727	6.5273	20.5409	15.6636	68.367	7.409	76.546	5.455	0.227
2610	-71.5	-16.5	141	0.387	35	0.573	2	0.75	11777.001	2	0.5	9.46	2.8	4091	2727.882	54.555	11.9639	16.1361	7.925	13.3111	10.1472	51.014	153.139	120.806	118.611	1.25
2611	-71.5	-15.5	124	0.506	50	0.645	3	0.625	11837.052	3	0.4	34.297	19	1821	4433.993	40.155	3.0111	18.0861	7.0583	4.8861	0.1417	39.868	630.806	101.944	413.556	11.306
2612	-71.5	-14.5	130	0.832	79	0.661	4	0.84	11893.607	3	0.5	44.67	38.1	1251	4126.34	46.797	5.6139	18.4306	6.925	7.4083	2.5389	47.91	826.611	90.333	487.667	17.194
2613	-71.5	-13.5	326	0.667	159	0.398	13	0.876	11946.646	3	0.4	48.142	38.5	4391	3615.729	49.715	9.2722	16.1361	7.2361	10.5139	7.0167	61.201	976.028	75.972	478.778	65
2614	-71.5	-12.5	661	0.328	225	0.176	36	0.733	11996.147	3	0	110.338	72.3	3420	1397.34	110.97	22.3972	12.1778	7.8528	23.1	21.3	80.576	2476.639	46.222	975.861	286.056
2615	-71.5	-11.5	573	0.331	212	0.206	103	0.226	12042.09	2	0.333	146.268	89.9	440	380.049	154.91	24.9111	11.5278	7.7083	25.5167	23.9361	79.354	2250.25	46.861	859.444	217.528
2616	-71.5	-10.5	563	0.093	201	0.159	101	0.263	12084.455	1	0.667	131.798	90	80	296.014	138.102	25.1889	11.4667	7.6194	25.7889	24.2361	80.264	1928.083	51.639	744.972	144.472
2617	-71.5	-9.5	556	0.095	188	0.157	107	0.225	12123.224	1	0.5	106.757	90	175	228.139	109.287	25.4333	11.1278	7.6778	26	24.5222	81.528	1818.417	54.361	712.139	117.917
2618	-71.5	-8.5	550	0.112	188	0.117	114	0.109	12158.377	1	0.5	110.418	90	45	214.5	113.585	25.5833	10.625	7.7278	26.1083	24.6944	83.965	1991.528	49.528	772.472	162
2619	-71.5	-7.5	546	0.112	185	0.093	108	0.156	12189.896	2	0	111.365	89.9	75	168.757	114.05	25.6278	10.2556	7.8528	26.1111	24.8056	84.757	2170.111	40.444	756.917	226.972
2620	-71.5	-6.5	540	0.074	182	0.095	106	0.165	12217.766	2	0	119.377	84.1	75	164.222	119.858	25.6306	10.1611	8.0722	26.0528	24.9389	85.701	2457.139	34.167	800.278	299.917
2621	-71.5	-5.5	532	0.126	181	0.108	108	0.206	12241.969	1	0.667	126.165	80	90	91.229	126.315	25.7444	10.025	8.275	26.1361	25.1361	86.174	2447.056	28.167	780.361	359.611
2622	-71.5	-4.5	542	0.15	184	0.124	117	0.199	12262.491	2	0.5	122.817	86.9	60	48.625	123.17	25.8556	9.7333	8.4361	26.2806	25.25	86.063	2522.333	21.556	779.361	441.75
2623	-71.5	-3.5	589	0.074	183	0.116	119	0.191	12279.317	3	0.25	121.625	90	30	62.5	121.707	25.9194	9.3972	8.5333	26.4028	25.2694	85.778	2830.833	21.111	886.028	523.056
2624	-71.5	-2.5	496	0.215	172	0.14	104	0.268	12292.434	2	0.6	121.175	89.9	15	91.201	121.183	25.9944	9.1222	8.4944	26.4806	25.2806	85	2944.972	18.194	941.861	618.917
2625	-71.5	-1.5	465	0.152	164	0.188	88	0.261	12301.828	3	0	123.972	86.8	0	90	123.978	26.1944	8.8667	8.2917	26.6694	25.3944	83.986	2958.667	17.444	942	618.083
2626	-71.5	-0.5	456	0.148	158	0.164	76	0.255	12307.489	3	0.25	122.535	80.9	128	98.875	122.722	26.2333	8.7639	8.0139	26.75	25.3194	83.243	2950.556	21.611	926.583	523.139
2627	-71.5	0.5	466	0.137	163	0.151	63	0.315	12309.406	2	0.6	109.047	84.5	120	238.632	109.448	26.3028	8.8583	7.7889	26.9583	25.3056	83.639	2908.306	29.778	979.778	425.111
2628	-71.5	1.5	467	0.162	148	0.256	54	0.217	12307.569	2	0.667	99.703	90	280	360.083	100.683	26.4833	9.0111	7.4278	27.5083	25.3806	83.667	2816.944	39.639	1037.028	327.389
2629	-71.5	2.5	404	0.314	149	0.232	45	0.274	12301.971	3	0.5	98.832	89.5	105	241.042	105.748	27.0111	9.1278	7.1333	28.3417	25.7611	81.576	2649.583	48.667	1047.556	233.111
2630	-71.5	3.5	365	0.349	165	0.183	36	0.446	12292.604	2	0.6	111.825	72.5	60	199.556	127.87	26.8111	9.2278	7.1	28.1333	25.5306	78.808	2424.111	57.639	1007.417	137.5
2631	-71.5	4.5	374	0.378	163	0.306	33	0.529	12279.464	1	0.833	120.112	46.3	60	193.174	143.498	26.7111	9.3333	7.1889	27.9333	25.4583	76.583	2147.639	60.528	883.667	85.722
2632	-71.5	5.5	359	0.484	139	0.442	32	0.584	12262.544	3	0.5	127.918	55	645	211.444	153.447	26.6889	9.6333	7.5167	27.8111	25.5194	74.757	2108.833	61.194	879.028	83.778
2633	-71.5	6.5	395	0.477	151	0.406	30	0.667	12241.843	3	0.625	111.13	67.3	2320	388.597	161.387	25.575	10.3333	8.0611	26.3611	24.7028	74.188	2606.583	58.972	1089.139	142.056
2634	-71.5	7.5	405	0.468	185	0.291	31	0.728	12217.358	4	0.6	97.965	80.6	2575	498.319	141.405	25.1028	10.6944	8.1944	25.5028	24.5694	74.59	2096.111	59.056	878.444	109.667
2635	-71.5	8.5	500	0.331	203	0.213	45	0.721	12189.089	6	0.455	71.835	60	4380	1532.326	84.055	19.7111	10.5972	8.2111	20.075	18.9806	74.236	1219.694	42.056	436.972	144.139
2636	-71.5	9.5	346	0.525	165	0.329	14	0.853	12157.038	4	0.6	102.428	69.75	320	-5.029	124.248	28.0056	10.0111	8.4222	28.3389	27.3333	72.296	1312.889	38.778	452.611	157.222
2637	-71.5	41.5	239	0.136	42	0.176	18	0.182	9225.472	2	0.333	51.82	63.91	241	32.217	55.055	9.7586	10.3	2.9655	20.4517	-1.1621	70.16	1183.483	10.207	329.345	262.069
2638	-71.5	42.5	228	0.165	49	0.093	21	0.046	9079.841	2	0.333	50.16	66.9	366	118.785	53.583	8.5083	11.8361	3.0889	19.9556	-3.5361	68.611	1142.444	8.222	314.167	264.556
2639	-71.5	43.5	206	0.169	53	0.054	20	0.13	8931.424	2	0.333	47.407	70	779	258.174	48.733	6.3722	12.7278	3.0861	18.275	-6.4389	71.792	1127.25	10.306	313.528	246.972
2640	-71.5	44.5	199	0.181	51	0.073	18	0.217	8780.272	2	0.333	40.678	67.2	1000	525.444	40.763	4.0056	12.0083	2.8889	16.2778	-9.3806	75.32	1161.611	15.722	344.556	229.417
2641	-71.5	45.5	189	0.164	48	0.143	16	0.238	8626.442	2	0.5	42.63	60	581	389.271	42.697	3.6861	11.1056	2.6556	16.3472	-10.3472	79.069	1073.389	19.444	337.556	201.889
2642	-71.5	46.5	193	0.131	45	0.182	13	0.316	8469.989	3	0.25	45.475	59.4	491	197.792	45.58	4.1056	10.1667	2.4	17.2972	-10.425	79.938	1091.556	17.917	335.361	209
2643	-71.5	47.5	181	0.142	41	0.18	10	0.286	8310.969	2	0.5	39.288	44.8	585	678.743	39.318	1.1194	9.7833	2.2778	14.7278	-13.8361	82.257	1239.472	20.361	391.111	227.222
2644	-71.5	48.5	165	0.175	38	0.156	10	0.091	8149.441	2	0.5	40.972	42	643	280.389	41.085	1.7583	10.6667	2.3333	15.7611	-14.175	83.243	973.917	26.778	334.222	162.111
2645	-71.5	49.5	138	0.238	38	0.073	4	0.6	7985.46	1	0.667	39.795	37.6	292	426.396	39.93	0.1944	10.9694	2.3139	14.5028	-16.2333	83.5	992.111	28.75	345.5	161.5
2646	-71.5	50.5	121	0.199	38	0.026	4	0.2	7819.087	1	0.667	38.69	30	324	550.833	38.77	-1.55	10.6222	2.2389	13.0778	-18.2333	84.5	984.472	32.611	356.417	154.694
2647	-71.5	51.5	98	0.222	32	0.179	3	0.4	7650.379	2	0.333	39.373	27.5	296	592.188	39.48	-2.7472	10.15	2.1333	12.2917	-19.725	85.757	914.222	36.694	347.528	138.056
2648	-71.5	52.5	86	0.148	29	0.147	2	0.333	7479.396	2	0.333	34.645	20	324	594.806	34.695	-3.775	9.6167	2.0056	11.6361	-20.9222	86.264	867.139	39.278	341.75	128.139
2649	-71.5	53.5	73	0.161	28	0.097	2	0.333	7306.198	1	0.667	33.343	19.1	143	514.833	33.388	-4.2944	9.1	1.925	11.2083	-21.4583	87.528	795.222	41.528	320.972	114.611
2650	-71.5	54.5	69	0.08	27	0.069	2	0	7130.846	1	0	32.053	10.6	107	494.118	32.125	-4.9833	8.7361	1.8889	10.4389	-22.0667	88.25	740.806	40.75	296.556	107.028
2651	-71.5	55.5	59	0.181	27	0	2	0	6953.399	1	0	30.258	10	147	485.076	30.38	-5.5583	8.4944	1.8083	9.7028	-22.4917	89	681.556	39.611	269.167	98.778
2652	-71.5	56.5	52	0.188	26	0.103	2	0	6773.919	1	0	29.455	10	228	367.972	29.71	-6.0333	8.2611	1.8	8.9694	-22.6833	89.479	618.778	38.75	241.167	89.528
2653	-71.5	57.5	43	0.368	25	0.107	1	0.5	6592.466	1	0.5	28.66	10	216	308.951	29.045	-6.4139	7.9833	1.8	8.1778	-22.5889	90.965	555.667	38.278	214.444	80.444
2654	-71.5	58.5	38	0.356	21	0.192	1	0	6409.102	2	0	28.843	7	155	238.951	29.457	-6.6472	7.6944	1.8	7.4278	-22.3722	91.035	490.111	38.639	188.944	70.083
2655	-71.5	59.5	33	0.313	17	0.261	1	0	6223.887	1	0.5	27.707	0	122	228.84	28.89	-7.0694	7.3083	1.7528	6.4889	-22.3889	91.979	441.222	38.917	170.5	62.833
2656	-71.5	60.5	34	0.15	15	0.167	1	0	6036.884	1	0.667	24.712	0	368	312.569	26.475	-7.8056	6.8917	1.7	5.425	-22.8083	93.333	413.389	39.139	160.167	59.25
2657	-70.5	-52.5	121	0.196	23	0.267	0	1	7506.858	2	0	27.517	28.08	330	134.938	44.64	6.1278	8.1778	4.7417	10.2389	1.8	65.153	263.639	15.722	75.778	52.472
2658	-70.5	-51.5	100	0.333	20	0.394	1	0	7674.456	1	0.5	26.093	13.3	85	230.319	45.6	6.5083	9.8972	4.8389	11.2417	1.1944	60.139	182.444	16.056	52.861	35.472
2659	-70.5	-50.5	98	0.263	20	0.286	1	0	7839.662	1	0.5	22.78	10	520	359.882	47.435	6.7222	10.5611	4.6944	11.9583	0.7528	54.424	145.639	18.028	43.167	28.056
2660	-70.5	-49.5	100	0.242	23	0.207	1	0	8002.433	1	0	18.895	3.1	610	452.215	48.385	7.6528	10.6194	4.5056	13.2444	1.3639	49.743	150.917	19.667	46.611	29.917
2661	-70.5	-48.5	101	0.246	25	0.194	1	0	8162.728	1	0.5	13.373	0	530	580.653	46.655	7.7361	10.6694	4.4194	13.55	1.3278	47.271	164.056	23.667	53.694	31.917
2662	-70.5	-47.5	105	0.228	26	0.278	1	0.5	8320.507	1	0.667	12.52	0	673	757.201	46.782	8.0306	10.7167	4.4417	14.0194	1.6278	45.986	165.306	32.25	57.278	27.611
2663	-70.5	-46.5	105	0.271	25	0.375	1	0.667	8475.73	1	0.667	17.085	0	920	621.549	50.38	8.7972	10.7417	4.4972	14.7917	2.3778	52.222	171.694	35.444	61.472	24.5
2664	-70.5	-45.5	107	0.277	26	0.316	2	0.5	8628.359	1	0.667	20.4	3.5	330	621.986	46.82	8.4639	10.7861	4.6417	14.1972	2.3278	55.465	223.111	37.806	86.361	31.139
2665	-70.5	-44.5	117	0.22	26	0.333	2	0.6	8778.356	1	0.5	20.133	8.4	485	772.861	44.295	7.9972	11.3417	4.7639	13.6833	2.0528	54.146	212.083	40.056	82.056	28.639
2666	-70.5	-43.5	122	0.213	27	0.372	2	0.75	8925.683	1	0.5	23.335	7.6	970	1028.944	42.097	7.6778	12.2806	4.9083	13.575	1.7	50.403	218.639	46.028	88.889	27.722
2667	-70.5	-42.5	127	0.191	28	0.451	2	0.846	9070.304	1	0.5	35.498	4	790	829.375	45.852	8.4583	13.025	4.9944	14.5917	2.2833	57.153	308.083	59.806	148.75	32.083
2668	-70.5	-41.5	127	0.211	37	0.327	3	0.857	9212.185	2	0.333	42.075	9.2	550	1159.743	44.94	7.3444	12.9806	5.025	13.4972	1.1806	55.91	394.444	66.889	203.639	36.444
2669	-70.5	-40.5	131	0.211	35	0.417	2	0.882	9351.29	2	0.333	39.81	12.7	580	905.854	49.525	9.1389	13.0861	5.0583	15.3	3.0389	59.792	429.472	67.917	224.333	40.889
